"number","title","author","assignees","state","labels","url"
52,"[Bug]: UI glitch during fight after cancelled tx","Friendly.Fire","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/52"
51,"[Bug]: Mining - No pickaxe or skill required.","Friendly.Fire","Chaney08,sam-thewise","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/51"
50,"[Bug]: Chaotic items - break down improper data","Friendly.Fire","Polypup","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/50"
49,"[Bug]: Chat message (issue with time clock)","Friendly.Fire","neothon","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/49"
48,"[Bug]: Disallow item selection in stash while a transaction is pending","Neothon","neothon","CLOSED","bug,High,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/48"
47,"[Enhancement]: Add Video tips to each section","Neothon","neothon","CLOSED","enhancement,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/47"
46,"[Bug]: Error in RPC caused server to crash","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/46"
45,"[Bug]: Unable to claim DCAR after completing battle in the plains","","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/45"
44,"[Bug]: Crafting caused server to crash","","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/44"
43,"[Bug]: Avax on ramp pops and then goes away","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/43"
42,"[Bug]: Don't show game screen till intro video is done","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/42"
41,"[Bug]: Burn NFT on being broken into smaller parts.","Neothon","Chaney08,Polypup,neothon","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/41"
40,"[Bug]: Resurrection/healing issues","Siv","Polypup","CLOSED","bug,Medium,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/40"
39,"[Bug]: Incorrect values for items in DB","","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/39"
38,"[Bug]: No warning on session expiration","Connor Bode","Polypup","CLOSED","bug,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/38"
37,"[Bug]: Re-selecting hero shows more stamina ","Connor Bode","neothon","CLOSED","bug,invalid","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/37"
36,"[Security?]: Login signature missing namespace & nonce","Connor Bode","Polypup","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/36"
35,"[Bug]: Hero API Crash - user leveled up from mining ","","Chaney08,Polypup,neothon","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/35"
34,"[Enhancement]: Add background music for Stash, Bank and Crafter's guild","Neothon","Unassigned","CLOSED","enhancement,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/34"
33,"[Bug]:  Stash - Withdrawing DCAR & DCAU shows wrong notification","Neothon","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/33"
32,"[Enhancement]:  Add flow for buying DCAU when new user tries spending it for the first time.","Neothon","neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/32"
31,"[Enhancement]: Add skeletal loading for price items so that it doesn't show 0 price while fetching","Neothon","neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/31"
30,"[Bug]:  Cannot read properties of undefined (reading 'length')","","Unassigned","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/30"
29,"[Enhancement]:  Add latest Goblin artwork in Grom's bank","Neothon","neothon","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/29"
28,"[Bug]: Contract - Resurrection does not remove the shown DCAU cost.","Neothon","Polypup,sam-thewise","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/28"
27,"[Bug]: Bard Song does not show in the activity log","Neothon","neothon","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/27"
26,"[Bug]: Consumables are greyed out after battle in the plains. Only become available on refresh","Neothon","neothon","CLOSED","bug,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/26"
25,"[Bug]:  Smol UI inperfection. Search the plain button doesnt work when scrolled up to the top of the map.","Neothon","neothon","CLOSED","bug,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/25"
24,"[Bug]:  Tutorial Wear your Equipment a yellow animation appears","Neothon","neothon","CLOSED","bug,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/24"
23,"[Bug]:  Switching Heros at Healers Hut causes endless price Loading when dead","Neothon","neothon","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/23"
22,"[Bug]: Dead hero's hover overlay panel visible","Neothon","neothon","CLOSED","bug,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/22"
21,"[Bug]:  Cannot claim specific equipment item from stash","","Unassigned","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/21"
20,"Crafting issues / UI","Siv","Polypup","CLOSED","bug,Medium,Currently Working,onhold","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/20"
19,"Two Dead Heroes at Healer's Hut","Siv","Polypup","CLOSED","bug,High,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/19"
18,"Marketplace - rarity sort is not working","Siv","Polypup,neothon","CLOSED","bug,Low,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/18"
17,"Claiming rewards from daily quest and forging do not give XP","Siv","Polypup","CLOSED","bug,Low,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/17"
16,"[Enhancement]: Check stashed resources and consumables at startup for owner and quantity for match ","","Polypup","CLOSED","enhancement,Medium,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/16"
15,"[Bug]:  Crafting using all resources instead of a specific amount","","Polypup","CLOSED","bug,Medium,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/15"
14,"[Bug]:  Claiming Resources sometimes show NaN for quantity","","Unassigned","CLOSED","bug,Medium,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/14"
13,"[Enhancement]: Track total amount traded in marketplace","Neothon","Unassigned","CLOSED","enhancement","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/13"
12,"[Maintenance]: Env file needs to be cleaned up with RPC variables ","","Polypup","CLOSED","Maintenance","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/12"
11,"[Bug]:  Crafted consumables are being inserted in the equipment table ","","Polypup","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/11"
10,"[Bug]: Sync consumable used when browser closed before transaction is complete","Neothon","neothon","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/10"
9,"[Bug]:  Fix test for messages that has broken image","","Polypup","CLOSED","bug,Low,Currently Working","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/9"
8,"[Enhancement]: Dashboard to track vital backend infrastructure ","","neothon","CLOSED","enhancement,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/8"
7,"[Enhancement]: Add loading animation when fetching stash items","Neothon","Unassigned","CLOSED","enhancement,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/7"
6,"[Bug]: Sign-Crafting on hero api is not formed correctly","","Polypup","CLOSED","bug,High","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/6"
5,"[Bug]:  Consumable Blueprints do not have isStashed field","","Polypup","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/5"
4,"[Enhancement]:  Add burned total to db when burning onchain","","neothon","CLOSED","enhancement,Low","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/4"
3,"Enemy healed me during battle","Siv","Polypup","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/3"
2,"[Bug]: UpdateOwners function breaking","","Unassigned","CLOSED","bug","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/2"
1,"[Bug]: Crafting - rework of transactions, loading, and display","","Polypup","CLOSED","bug,Medium","https://github.com/Dragon-Crypto-Gaming/DCG-Bug-Reporter/issues/1"
